nombre;apellido_1;apellido_2;dni;email;telefono;movil;fecha_nacimiento;curso;fecha_matriculacion;poblacion;provincia;calle;extension;asignatura;nota
Luis miguel;Diez;Arias;8302963D;luis miguel.diez.arias@gmail.com;957076125;618923362;18/07/2014;Desarrollo de Apps Móviles Full Stack;06/11/2023;Porriño, O;Pontevedra;Agustina de Aragón;10 1D;Arquitectura y código de calidad;2
Luis miguel;Diez;Arias;8302963D;luis miguel.diez.arias@gmail.com;957076125;618923362;18/07/2014;Desarrollo de Apps Móviles Full Stack;06/11/2023;Porriño, O;Pontevedra;Agustina de Aragón;10 1D;Fundamentos de ConstraintLayout;0
Diego;Garcia;Lozano;6067466C;diego.garcia.lozano@gmail.com;929018401;602092989;19/01/1992;Desarrollo Web Full Stack;01/11/2023;Guadasséquies;Valencia/València;Isabel la Católica;22 1B;Prompt Engineering;8
Diego;Garcia;Lozano;6067466C;diego.garcia.lozano@gmail.com;929018401;602092989;19/01/1992;Desarrollo Web Full Stack;01/11/2023;Guadasséquies;Valencia/València;Isabel la Católica;22 1B;Git & GitHub;6
Diego;Garcia;Lozano;6067466C;diego.garcia.lozano@gmail.com;929018401;602092989;19/01/1992;Desarrollo Web Full Stack;01/11/2023;Guadasséquies;Valencia/València;Isabel la Católica;22 1B;Modelado de datos & SQL;7
Diego;Garcia;Lozano;6067466C;diego.garcia.lozano@gmail.com;929018401;602092989;19/01/1992;Desarrollo Web Full Stack;01/11/2023;Guadasséquies;Valencia/València;Isabel la Católica;22 1B;Introducción a JavaScript;9
Diego;Garcia;Lozano;6067466C;diego.garcia.lozano@gmail.com;929018401;602092989;19/01/1992;Desarrollo Web Full Stack;01/11/2023;Guadasséquies;Valencia/València;Isabel la Católica;22 1B;Fundamentos de React;4
Diego;Garcia;Lozano;6067466C;diego.garcia.lozano@gmail.com;929018401;602092989;19/01/1992;Desarrollo Web Full Stack;01/11/2023;Guadasséquies;Valencia/València;Isabel la Católica;22 1B;Desarrollo frontend con JavaScript;7
Diego;Garcia;Lozano;6067466C;diego.garcia.lozano@gmail.com;929018401;602092989;19/01/1992;Desarrollo Web Full Stack;01/11/2023;Guadasséquies;Valencia/València;Isabel la Católica;22 1B;Web Components;2
Diego;Garcia;Lozano;6067466C;diego.garcia.lozano@gmail.com;929018401;602092989;19/01/1992;Desarrollo Web Full Stack;01/11/2023;Guadasséquies;Valencia/València;Isabel la Católica;22 1B;Frontend PRO;6
Diego;Garcia;Lozano;6067466C;diego.garcia.lozano@gmail.com;929018401;602092989;19/01/1992;Desarrollo Web Full Stack;01/11/2023;Guadasséquies;Valencia/València;Isabel la Católica;22 1B;Testing con JavaScript;1
Fatima;Cortes;Lozano;4333008S;fatima.cortes.lozano@gmail.com;968540119;642908864;16/07/2005;DevOps & Cloud Computing Full Stack;27/09/2023;Camponaraya;León;Mariana Pineda;15 4B;Docker;9
Fatima;Cortes;Lozano;4333008S;fatima.cortes.lozano@gmail.com;968540119;642908864;16/07/2005;DevOps & Cloud Computing Full Stack;27/09/2023;Camponaraya;León;Mariana Pineda;15 4B;Base Linux;1
Fatima;Cortes;Lozano;4333008S;fatima.cortes.lozano@gmail.com;968540119;642908864;16/07/2005;DevOps & Cloud Computing Full Stack;27/09/2023;Camponaraya;León;Mariana Pineda;15 4B;Introducción Despliegue en Servidores;9
Fatima;Cortes;Lozano;4333008S;fatima.cortes.lozano@gmail.com;968540119;642908864;16/07/2005;DevOps & Cloud Computing Full Stack;27/09/2023;Camponaraya;León;Mariana Pineda;15 4B;Plataformas Cloud y Kubernetes;2
Adriana;Muñoz;Soto;2361895W;adriana.muñoz.soto@gmail.com;915613795;656975514;02/12/2004;Ciberseguridad Full Stack;23/10/2023;Huerta de Arriba;Burgos;España;10 1B;Productividad;4
Adriana;Muñoz;Soto;2361895W;adriana.muñoz.soto@gmail.com;915613795;656975514;02/12/2004;Ciberseguridad Full Stack;23/10/2023;Huerta de Arriba;Burgos;España;10 1B;Networking;0
Adriana;Muñoz;Soto;2361895W;adriana.muñoz.soto@gmail.com;915613795;656975514;02/12/2004;Ciberseguridad Full Stack;23/10/2023;Huerta de Arriba;Burgos;España;10 1B;Linux;3
Adriana;Muñoz;Soto;2361895W;adriana.muñoz.soto@gmail.com;915613795;656975514;02/12/2004;Ciberseguridad Full Stack;23/10/2023;Huerta de Arriba;Burgos;España;10 1B;Python;8
Adriana;Muñoz;Soto;2361895W;adriana.muñoz.soto@gmail.com;915613795;656975514;02/12/2004;Ciberseguridad Full Stack;23/10/2023;Huerta de Arriba;Burgos;España;10 1B;Docker;8
Adriana;Muñoz;Soto;2361895W;adriana.muñoz.soto@gmail.com;915613795;656975514;02/12/2004;Ciberseguridad Full Stack;23/10/2023;Huerta de Arriba;Burgos;España;10 1B;Ciberseguridad enfocada en Pentesting;4
Adriana;Muñoz;Soto;2361895W;adriana.muñoz.soto@gmail.com;915613795;656975514;02/12/2004;Ciberseguridad Full Stack;23/10/2023;Huerta de Arriba;Burgos;España;10 1B;Desarrollo seguro de aplicaciones;0
Andrea;Reyes;Ramos;2179669M;andrea.reyes.ramos@gmail.com;991261113;604756764;13/07/2008;Desarrollo Web Full Stack;24/09/2023;Santa Cruz de la Zarza;Toledo;Francisco Pizarro;57 2A;Prompt Engineering;2
Andrea;Reyes;Ramos;2179669M;andrea.reyes.ramos@gmail.com;991261113;604756764;13/07/2008;Desarrollo Web Full Stack;24/09/2023;Santa Cruz de la Zarza;Toledo;Francisco Pizarro;57 2A;Git & GitHub;9
Andrea;Reyes;Ramos;2179669M;andrea.reyes.ramos@gmail.com;991261113;604756764;13/07/2008;Desarrollo Web Full Stack;24/09/2023;Santa Cruz de la Zarza;Toledo;Francisco Pizarro;57 2A;Fundamentos de Web: HTML5, CSS3;7
Andrea;Reyes;Ramos;2179669M;andrea.reyes.ramos@gmail.com;991261113;604756764;13/07/2008;Desarrollo Web Full Stack;24/09/2023;Santa Cruz de la Zarza;Toledo;Francisco Pizarro;57 2A;Modelado de datos & SQL;8
Andrea;Reyes;Ramos;2179669M;andrea.reyes.ramos@gmail.com;991261113;604756764;13/07/2008;Desarrollo Web Full Stack;24/09/2023;Santa Cruz de la Zarza;Toledo;Francisco Pizarro;57 2A;Introducción a JavaScript;9
Andrea;Reyes;Ramos;2179669M;andrea.reyes.ramos@gmail.com;991261113;604756764;13/07/2008;Desarrollo Web Full Stack;24/09/2023;Santa Cruz de la Zarza;Toledo;Francisco Pizarro;57 2A;Fundamentos de React;0
Andrea;Reyes;Ramos;2179669M;andrea.reyes.ramos@gmail.com;991261113;604756764;13/07/2008;Desarrollo Web Full Stack;24/09/2023;Santa Cruz de la Zarza;Toledo;Francisco Pizarro;57 2A;Desarrollo frontend con JavaScript;3
Andrea;Reyes;Ramos;2179669M;andrea.reyes.ramos@gmail.com;991261113;604756764;13/07/2008;Desarrollo Web Full Stack;24/09/2023;Santa Cruz de la Zarza;Toledo;Francisco Pizarro;57 2A;Web Components;10
Andrea;Reyes;Ramos;2179669M;andrea.reyes.ramos@gmail.com;991261113;604756764;13/07/2008;Desarrollo Web Full Stack;24/09/2023;Santa Cruz de la Zarza;Toledo;Francisco Pizarro;57 2A;Frontend PRO;4
Andrea;Reyes;Ramos;2179669M;andrea.reyes.ramos@gmail.com;991261113;604756764;13/07/2008;Desarrollo Web Full Stack;24/09/2023;Santa Cruz de la Zarza;Toledo;Francisco Pizarro;57 2A;Testing con JavaScript;1
Francisco;Muñoz;Lorenzo;4675277K;francisco.muñoz.lorenzo@gmail.com;995888995;663111333;28/11/2009;Marketing Digital y Análisis de Datos;25/09/2023;Camarillas;Teruel;Gloria Fuertes;22 2A;Ecommerce – Plan de desarrollo y Estrategia;0
Francisco;Muñoz;Lorenzo;4675277K;francisco.muñoz.lorenzo@gmail.com;995888995;663111333;28/11/2009;Marketing Digital y Análisis de Datos;25/09/2023;Camarillas;Teruel;Gloria Fuertes;22 2A;SEO – Posicionamiento en buscadores;4
Francisco;Muñoz;Lorenzo;4675277K;francisco.muñoz.lorenzo@gmail.com;995888995;663111333;28/11/2009;Marketing Digital y Análisis de Datos;25/09/2023;Camarillas;Teruel;Gloria Fuertes;22 2A;SEM, PPC, Display & Social Ads;1
Francisco;Muñoz;Lorenzo;4675277K;francisco.muñoz.lorenzo@gmail.com;995888995;663111333;28/11/2009;Marketing Digital y Análisis de Datos;25/09/2023;Camarillas;Teruel;Gloria Fuertes;22 2A;Email Marketing;3
Jose antonio;Medina;Montero;1206703P;jose antonio.medina.montero@gmail.com;913724544;687569910;22/12/1992;DevOps & Cloud Computing Full Stack;23/10/2023;Rozalén del Monte;Cuenca;Mariana Pineda;86 1B;Docker;1
Jose antonio;Medina;Montero;1206703P;jose antonio.medina.montero@gmail.com;913724544;687569910;22/12/1992;DevOps & Cloud Computing Full Stack;23/10/2023;Rozalén del Monte;Cuenca;Mariana Pineda;86 1B;Base Linux;6
Jose antonio;Medina;Montero;1206703P;jose antonio.medina.montero@gmail.com;913724544;687569910;22/12/1992;DevOps & Cloud Computing Full Stack;23/10/2023;Rozalén del Monte;Cuenca;Mariana Pineda;86 1B;Introducción Despliegue en Servidores;4
Jose antonio;Medina;Montero;1206703P;jose antonio.medina.montero@gmail.com;913724544;687569910;22/12/1992;DevOps & Cloud Computing Full Stack;23/10/2023;Rozalén del Monte;Cuenca;Mariana Pineda;86 1B;Python;9
Jose antonio;Medina;Montero;1206703P;jose antonio.medina.montero@gmail.com;913724544;687569910;22/12/1992;DevOps & Cloud Computing Full Stack;23/10/2023;Rozalén del Monte;Cuenca;Mariana Pineda;86 1B;Plataformas Cloud y Kubernetes;0
Felipe;Duran;Castro;6507866Q;felipe.duran.castro@gmail.com;994998011;655466072;18/08/2005;DevOps & Cloud Computing Full Stack;28/09/2023;Sabiote;Jaén;Clara Campoamor;58 4Der.;Docker;2
Felipe;Duran;Castro;6507866Q;felipe.duran.castro@gmail.com;994998011;655466072;18/08/2005;DevOps & Cloud Computing Full Stack;28/09/2023;Sabiote;Jaén;Clara Campoamor;58 4Der.;Base Linux;9
Felipe;Duran;Castro;6507866Q;felipe.duran.castro@gmail.com;994998011;655466072;18/08/2005;DevOps & Cloud Computing Full Stack;28/09/2023;Sabiote;Jaén;Clara Campoamor;58 4Der.;Introducción Despliegue en Servidores;2
Felipe;Duran;Castro;6507866Q;felipe.duran.castro@gmail.com;994998011;655466072;18/08/2005;DevOps & Cloud Computing Full Stack;28/09/2023;Sabiote;Jaén;Clara Campoamor;58 4Der.;Python;3
Felipe;Duran;Castro;6507866Q;felipe.duran.castro@gmail.com;994998011;655466072;18/08/2005;DevOps & Cloud Computing Full Stack;28/09/2023;Sabiote;Jaén;Clara Campoamor;58 4Der.;Plataformas Cloud y Kubernetes;0
Juana;Ibañez;Delgado;1970022A;juana.ibañez.delgado@gmail.com;963147547;667537591;20/11/1993;Marketing Digital y Análisis de Datos;27/10/2023;Peñarrubia;Cantabria;Pablo Picasso;19 1A;Ecommerce – Plan de desarrollo y Estrategia;0
Juana;Ibañez;Delgado;1970022A;juana.ibañez.delgado@gmail.com;963147547;667537591;20/11/1993;Marketing Digital y Análisis de Datos;27/10/2023;Peñarrubia;Cantabria;Pablo Picasso;19 1A;SEO – Posicionamiento en buscadores;3
Juana;Ibañez;Delgado;1970022A;juana.ibañez.delgado@gmail.com;963147547;667537591;20/11/1993;Marketing Digital y Análisis de Datos;27/10/2023;Peñarrubia;Cantabria;Pablo Picasso;19 1A;SEM, PPC, Display & Social Ads;5
Juana;Ibañez;Delgado;1970022A;juana.ibañez.delgado@gmail.com;963147547;667537591;20/11/1993;Marketing Digital y Análisis de Datos;27/10/2023;Peñarrubia;Cantabria;Pablo Picasso;19 1A;Email Marketing;10
Gloria;Cano;Sanchez;2922683G;gloria.cano.sanchez@gmail.com;980672536;640944889;22/12/2008;Marketing Digital y Análisis de Datos;24/10/2023;Bidaurreta;Navarra;Bartolomé Esteban Murillo;21 1D;Ecommerce – Plan de desarrollo y Estrategia;10
Gloria;Cano;Sanchez;2922683G;gloria.cano.sanchez@gmail.com;980672536;640944889;22/12/2008;Marketing Digital y Análisis de Datos;24/10/2023;Bidaurreta;Navarra;Bartolomé Esteban Murillo;21 1D;SEO – Posicionamiento en buscadores;9
Gloria;Cano;Sanchez;2922683G;gloria.cano.sanchez@gmail.com;980672536;640944889;22/12/2008;Marketing Digital y Análisis de Datos;24/10/2023;Bidaurreta;Navarra;Bartolomé Esteban Murillo;21 1D;SEM, PPC, Display & Social Ads;2
Gloria;Cano;Sanchez;2922683G;gloria.cano.sanchez@gmail.com;980672536;640944889;22/12/2008;Marketing Digital y Análisis de Datos;24/10/2023;Bidaurreta;Navarra;Bartolomé Esteban Murillo;21 1D;Email Marketing;0
Nicolas;Rivera;Castro;7682887J;nicolas.rivera.castro@gmail.com;986287263;624749681;26/09/1999;Aprende a Programar desde Cero;23/10/2023;Pozal de Gallinas;Valladolid;Rosalía de Castro;4 1A;Fundamentos de programación;9
Nicolas;Rivera;Castro;7682887J;nicolas.rivera.castro@gmail.com;986287263;624749681;26/09/1999;Aprende a Programar desde Cero;23/10/2023;Pozal de Gallinas;Valladolid;Rosalía de Castro;4 1A;Introducción a Python;5
Nicolas;Rivera;Castro;7682887J;nicolas.rivera.castro@gmail.com;986287263;624749681;26/09/1999;Aprende a Programar desde Cero;23/10/2023;Pozal de Gallinas;Valladolid;Rosalía de Castro;4 1A;Introducción a Java;7
Nicolas;Rivera;Castro;7682887J;nicolas.rivera.castro@gmail.com;986287263;624749681;26/09/1999;Aprende a Programar desde Cero;23/10/2023;Pozal de Gallinas;Valladolid;Rosalía de Castro;4 1A;Prompt Engineering;0
Andrea;Gallardo;Arias;3228330G;andrea.gallardo.arias@gmail.com;983726815;665094263;15/01/2007;Ciberseguridad Full Stack;02/10/2023;Pedraza;Segovia;Cristóbal Colón;97 2C;Productividad;5
Andrea;Gallardo;Arias;3228330G;andrea.gallardo.arias@gmail.com;983726815;665094263;15/01/2007;Ciberseguridad Full Stack;02/10/2023;Pedraza;Segovia;Cristóbal Colón;97 2C;Networking;4
Andrea;Gallardo;Arias;3228330G;andrea.gallardo.arias@gmail.com;983726815;665094263;15/01/2007;Ciberseguridad Full Stack;02/10/2023;Pedraza;Segovia;Cristóbal Colón;97 2C;Linux;1
Andrea;Gallardo;Arias;3228330G;andrea.gallardo.arias@gmail.com;983726815;665094263;15/01/2007;Ciberseguridad Full Stack;02/10/2023;Pedraza;Segovia;Cristóbal Colón;97 2C;Python;7
Andrea;Gallardo;Arias;3228330G;andrea.gallardo.arias@gmail.com;983726815;665094263;15/01/2007;Ciberseguridad Full Stack;02/10/2023;Pedraza;Segovia;Cristóbal Colón;97 2C;Docker;0
Andrea;Gallardo;Arias;3228330G;andrea.gallardo.arias@gmail.com;983726815;665094263;15/01/2007;Ciberseguridad Full Stack;02/10/2023;Pedraza;Segovia;Cristóbal Colón;97 2C;Ciberseguridad enfocada en Pentesting;4
Andrea;Gallardo;Arias;3228330G;andrea.gallardo.arias@gmail.com;983726815;665094263;15/01/2007;Ciberseguridad Full Stack;02/10/2023;Pedraza;Segovia;Cristóbal Colón;97 2C;Desarrollo seguro de aplicaciones;3
Yolanda;Campos;Garcia;3673477D;yolanda.campos.garcia@gmail.com;984795803;654739372;14/12/2003;Desarrollo de Apps Móviles Full Stack;31/10/2023;Benegiles;Zamora;Nueva;21 3A;Swift desde 0;8
Yolanda;Campos;Garcia;3673477D;yolanda.campos.garcia@gmail.com;984795803;654739372;14/12/2003;Desarrollo de Apps Móviles Full Stack;31/10/2023;Benegiles;Zamora;Nueva;21 3A;Swift & Storyboards;8
Yolanda;Campos;Garcia;3673477D;yolanda.campos.garcia@gmail.com;984795803;654739372;14/12/2003;Desarrollo de Apps Móviles Full Stack;31/10/2023;Benegiles;Zamora;Nueva;21 3A;Kotlin desde cero;9
Yolanda;Campos;Garcia;3673477D;yolanda.campos.garcia@gmail.com;984795803;654739372;14/12/2003;Desarrollo de Apps Móviles Full Stack;31/10/2023;Benegiles;Zamora;Nueva;21 3A;Kotlin Avanzado;2
Yolanda;Campos;Garcia;3673477D;yolanda.campos.garcia@gmail.com;984795803;654739372;14/12/2003;Desarrollo de Apps Móviles Full Stack;31/10/2023;Benegiles;Zamora;Nueva;21 3A;Modelado de datos & SQL;2
Yolanda;Campos;Garcia;3673477D;yolanda.campos.garcia@gmail.com;984795803;654739372;14/12/2003;Desarrollo de Apps Móviles Full Stack;31/10/2023;Benegiles;Zamora;Nueva;21 3A;Introducción a GNU/Linux;10
Yolanda;Campos;Garcia;3673477D;yolanda.campos.garcia@gmail.com;984795803;654739372;14/12/2003;Desarrollo de Apps Móviles Full Stack;31/10/2023;Benegiles;Zamora;Nueva;21 3A;Fundamentos de Autolayout;0
Yolanda;Campos;Garcia;3673477D;yolanda.campos.garcia@gmail.com;984795803;654739372;14/12/2003;Desarrollo de Apps Móviles Full Stack;31/10/2023;Benegiles;Zamora;Nueva;21 3A;Fundamentos de ConstraintLayout;0
Fatima;Santos;Muñoz;9923585M;fatima.santos.muñoz@gmail.com;964195356;684992375;17/11/1996;Aprende a Programar desde Cero;06/10/2023;Lebrija;Sevilla;Nueva;7 1Izq.;Fundamentos de programación;9
Fatima;Santos;Muñoz;9923585M;fatima.santos.muñoz@gmail.com;964195356;684992375;17/11/1996;Aprende a Programar desde Cero;06/10/2023;Lebrija;Sevilla;Nueva;7 1Izq.;Introducción a Python;3
Rafael;Dominguez;Rivera;5031494Z;rafael.dominguez.rivera@gmail.com;986069083;614514066;09/02/2003;Aprende a Programar desde Cero;01/11/2023;Lebrija;Sevilla;Agustina de Aragón;38 2A;Fundamentos de programación;9
Rafael;Dominguez;Rivera;5031494Z;rafael.dominguez.rivera@gmail.com;986069083;614514066;09/02/2003;Aprende a Programar desde Cero;01/11/2023;Lebrija;Sevilla;Agustina de Aragón;38 2A;Introducción a Python;0
Rafael;Dominguez;Rivera;5031494Z;rafael.dominguez.rivera@gmail.com;986069083;614514066;09/02/2003;Aprende a Programar desde Cero;01/11/2023;Lebrija;Sevilla;Agustina de Aragón;38 2A;Introducción a Java;7
Rafael;Dominguez;Rivera;5031494Z;rafael.dominguez.rivera@gmail.com;986069083;614514066;09/02/2003;Aprende a Programar desde Cero;01/11/2023;Lebrija;Sevilla;Agustina de Aragón;38 2A;Prompt Engineering;3
Manuela;Marin;Gutierrez;1583507A;manuela.marin.gutierrez@gmail.com;903258974;634031118;29/07/1996;Desarrollo Web Full Stack;16/10/2023;Olmeda del Rey;Cuenca;Isabel la Católica;4 4Izq.;Git & GitHub;1
Manuela;Marin;Gutierrez;1583507A;manuela.marin.gutierrez@gmail.com;903258974;634031118;29/07/1996;Desarrollo Web Full Stack;16/10/2023;Olmeda del Rey;Cuenca;Isabel la Católica;4 4Izq.;Fundamentos de Web: HTML5, CSS3;6
Manuela;Marin;Gutierrez;1583507A;manuela.marin.gutierrez@gmail.com;903258974;634031118;29/07/1996;Desarrollo Web Full Stack;16/10/2023;Olmeda del Rey;Cuenca;Isabel la Católica;4 4Izq.;Modelado de datos & SQL;8
Manuela;Marin;Gutierrez;1583507A;manuela.marin.gutierrez@gmail.com;903258974;634031118;29/07/1996;Desarrollo Web Full Stack;16/10/2023;Olmeda del Rey;Cuenca;Isabel la Católica;4 4Izq.;Introducción a JavaScript;0
Manuela;Marin;Gutierrez;1583507A;manuela.marin.gutierrez@gmail.com;903258974;634031118;29/07/1996;Desarrollo Web Full Stack;16/10/2023;Olmeda del Rey;Cuenca;Isabel la Católica;4 4Izq.;Desarrollo frontend con JavaScript;6
Manuela;Marin;Gutierrez;1583507A;manuela.marin.gutierrez@gmail.com;903258974;634031118;29/07/1996;Desarrollo Web Full Stack;16/10/2023;Olmeda del Rey;Cuenca;Isabel la Católica;4 4Izq.;Web Components;1
Manuela;Marin;Gutierrez;1583507A;manuela.marin.gutierrez@gmail.com;903258974;634031118;29/07/1996;Desarrollo Web Full Stack;16/10/2023;Olmeda del Rey;Cuenca;Isabel la Católica;4 4Izq.;Testing con JavaScript;0
Nerea;Sanz;Delgado;6885046L;nerea.sanz.delgado@gmail.com;950971846;647472948;23/07/1995;Ciberseguridad Full Stack;15/10/2023;Villayón;Asturias;Ramón y Cajal;84 1D;Productividad;8
Nerea;Sanz;Delgado;6885046L;nerea.sanz.delgado@gmail.com;950971846;647472948;23/07/1995;Ciberseguridad Full Stack;15/10/2023;Villayón;Asturias;Ramón y Cajal;84 1D;Networking;1
Nerea;Sanz;Delgado;6885046L;nerea.sanz.delgado@gmail.com;950971846;647472948;23/07/1995;Ciberseguridad Full Stack;15/10/2023;Villayón;Asturias;Ramón y Cajal;84 1D;Linux;1
Nerea;Sanz;Delgado;6885046L;nerea.sanz.delgado@gmail.com;950971846;647472948;23/07/1995;Ciberseguridad Full Stack;15/10/2023;Villayón;Asturias;Ramón y Cajal;84 1D;Python;7
Nerea;Sanz;Delgado;6885046L;nerea.sanz.delgado@gmail.com;950971846;647472948;23/07/1995;Ciberseguridad Full Stack;15/10/2023;Villayón;Asturias;Ramón y Cajal;84 1D;Docker;7
Nerea;Sanz;Delgado;6885046L;nerea.sanz.delgado@gmail.com;950971846;647472948;23/07/1995;Ciberseguridad Full Stack;15/10/2023;Villayón;Asturias;Ramón y Cajal;84 1D;Ciberseguridad enfocada en Pentesting;2
Nerea;Sanz;Delgado;6885046L;nerea.sanz.delgado@gmail.com;950971846;647472948;23/07/1995;Ciberseguridad Full Stack;15/10/2023;Villayón;Asturias;Ramón y Cajal;84 1D;Desarrollo seguro de aplicaciones;4
Aitor;Torres;Flores;9150245V;aitor.torres.flores@gmail.com;957821337;674866746;02/03/1994;Aprende a Programar desde Cero;30/09/2023;Pedraza;Segovia;Francisco Pizarro;39 3A;Fundamentos de programación;5
Aitor;Torres;Flores;9150245V;aitor.torres.flores@gmail.com;957821337;674866746;02/03/1994;Aprende a Programar desde Cero;30/09/2023;Pedraza;Segovia;Francisco Pizarro;39 3A;Introducción a Java;10
Aitor;Torres;Flores;9150245V;aitor.torres.flores@gmail.com;957821337;674866746;02/03/1994;Aprende a Programar desde Cero;30/09/2023;Pedraza;Segovia;Francisco Pizarro;39 3A;Prompt Engineering;10
Juan antonio;Torres;Herrera;9621331V;juan antonio.torres.herrera@gmail.com;978262153;629346369;29/07/2009;DevOps & Cloud Computing Full Stack;30/10/2023;Camarillas;Teruel;Rosalía de Castro;6 1A;Docker;3
Juan antonio;Torres;Herrera;9621331V;juan antonio.torres.herrera@gmail.com;978262153;629346369;29/07/2009;DevOps & Cloud Computing Full Stack;30/10/2023;Camarillas;Teruel;Rosalía de Castro;6 1A;Base Linux;6
Juan antonio;Torres;Herrera;9621331V;juan antonio.torres.herrera@gmail.com;978262153;629346369;29/07/2009;DevOps & Cloud Computing Full Stack;30/10/2023;Camarillas;Teruel;Rosalía de Castro;6 1A;Introducción Despliegue en Servidores;7
Juan antonio;Torres;Herrera;9621331V;juan antonio.torres.herrera@gmail.com;978262153;629346369;29/07/2009;DevOps & Cloud Computing Full Stack;30/10/2023;Camarillas;Teruel;Rosalía de Castro;6 1A;Python;6
Juan antonio;Torres;Herrera;9621331V;juan antonio.torres.herrera@gmail.com;978262153;629346369;29/07/2009;DevOps & Cloud Computing Full Stack;30/10/2023;Camarillas;Teruel;Rosalía de Castro;6 1A;Plataformas Cloud y Kubernetes;3
Celia;Reyes;Gomez;4418007Y;celia.reyes.gomez@gmail.com;944026940;684516892;10/10/1991;Marketing Digital y Análisis de Datos;03/10/2023;Urueñas;Segovia;Monjas;54 2C;Ecommerce – Plan de desarrollo y Estrategia;6
Celia;Reyes;Gomez;4418007Y;celia.reyes.gomez@gmail.com;944026940;684516892;10/10/1991;Marketing Digital y Análisis de Datos;03/10/2023;Urueñas;Segovia;Monjas;54 2C;SEO – Posicionamiento en buscadores;4
Celia;Reyes;Gomez;4418007Y;celia.reyes.gomez@gmail.com;944026940;684516892;10/10/1991;Marketing Digital y Análisis de Datos;03/10/2023;Urueñas;Segovia;Monjas;54 2C;SEM, PPC, Display & Social Ads;3
Celia;Reyes;Gomez;4418007Y;celia.reyes.gomez@gmail.com;944026940;684516892;10/10/1991;Marketing Digital y Análisis de Datos;03/10/2023;Urueñas;Segovia;Monjas;54 2C;Email Marketing;10
Alfonso;Carmona;Gimenez;9617612R;alfonso.carmona.gimenez@gmail.com;922621489;608940015;10/09/2012;Desarrollo de Apps Móviles Full Stack;15/10/2023;Vedra;Coruña, A;María Zambrano;16 2B;Swift & Storyboards;0
Alfonso;Carmona;Gimenez;9617612R;alfonso.carmona.gimenez@gmail.com;922621489;608940015;10/09/2012;Desarrollo de Apps Móviles Full Stack;15/10/2023;Vedra;Coruña, A;María Zambrano;16 2B;Kotlin desde cero;0
Alfonso;Carmona;Gimenez;9617612R;alfonso.carmona.gimenez@gmail.com;922621489;608940015;10/09/2012;Desarrollo de Apps Móviles Full Stack;15/10/2023;Vedra;Coruña, A;María Zambrano;16 2B;Kotlin Avanzado;8
Alfonso;Carmona;Gimenez;9617612R;alfonso.carmona.gimenez@gmail.com;922621489;608940015;10/09/2012;Desarrollo de Apps Móviles Full Stack;15/10/2023;Vedra;Coruña, A;María Zambrano;16 2B;Modelado de datos & SQL;6
Alfonso;Carmona;Gimenez;9617612R;alfonso.carmona.gimenez@gmail.com;922621489;608940015;10/09/2012;Desarrollo de Apps Móviles Full Stack;15/10/2023;Vedra;Coruña, A;María Zambrano;16 2B;Introducción a GNU/Linux;2
Alfonso;Carmona;Gimenez;9617612R;alfonso.carmona.gimenez@gmail.com;922621489;608940015;10/09/2012;Desarrollo de Apps Móviles Full Stack;15/10/2023;Vedra;Coruña, A;María Zambrano;16 2B;Arquitectura y código de calidad;9
Alfonso;Carmona;Gimenez;9617612R;alfonso.carmona.gimenez@gmail.com;922621489;608940015;10/09/2012;Desarrollo de Apps Móviles Full Stack;15/10/2023;Vedra;Coruña, A;María Zambrano;16 2B;Fundamentos de ConstraintLayout;7
Maria pilar;Sanchez;Caballero;3712147Q;maria pilar.sanchez.caballero@gmail.com;987745378;606094309;18/09/1992;Desarrollo de Apps Móviles Full Stack;03/10/2023;Senyera;Valencia/València;Agustina de Aragón;69 2A;Swift desde 0;5
Maria pilar;Sanchez;Caballero;3712147Q;maria pilar.sanchez.caballero@gmail.com;987745378;606094309;18/09/1992;Desarrollo de Apps Móviles Full Stack;03/10/2023;Senyera;Valencia/València;Agustina de Aragón;69 2A;Swift & Storyboards;8
Maria pilar;Sanchez;Caballero;3712147Q;maria pilar.sanchez.caballero@gmail.com;987745378;606094309;18/09/1992;Desarrollo de Apps Móviles Full Stack;03/10/2023;Senyera;Valencia/València;Agustina de Aragón;69 2A;Kotlin desde cero;6
Maria pilar;Sanchez;Caballero;3712147Q;maria pilar.sanchez.caballero@gmail.com;987745378;606094309;18/09/1992;Desarrollo de Apps Móviles Full Stack;03/10/2023;Senyera;Valencia/València;Agustina de Aragón;69 2A;Kotlin Avanzado;6
Maria pilar;Sanchez;Caballero;3712147Q;maria pilar.sanchez.caballero@gmail.com;987745378;606094309;18/09/1992;Desarrollo de Apps Móviles Full Stack;03/10/2023;Senyera;Valencia/València;Agustina de Aragón;69 2A;Modelado de datos & SQL;3
Maria pilar;Sanchez;Caballero;3712147Q;maria pilar.sanchez.caballero@gmail.com;987745378;606094309;18/09/1992;Desarrollo de Apps Móviles Full Stack;03/10/2023;Senyera;Valencia/València;Agustina de Aragón;69 2A;Introducción a GNU/Linux;2
Maria pilar;Sanchez;Caballero;3712147Q;maria pilar.sanchez.caballero@gmail.com;987745378;606094309;18/09/1992;Desarrollo de Apps Móviles Full Stack;03/10/2023;Senyera;Valencia/València;Agustina de Aragón;69 2A;Fundamentos de Autolayout;4
